Barcode,Product Name,Department,Brand,Supplier,total_qty,total_revenue,times_sold,avg_cost
5054267013070,LUCOZADE ENERGY ORANGE PM200,SOFT DRINKS,,,36.0,72.0,31,1.1119354838709676
8711327581227,MAGNUM DOUBLE CARAMEL,ICE CREAM,,,35.0,84.0,27,1.0
5000431027572,L&B BLUE KS20,TOBACCO,,,35.0,578.6800000000001,34,1.0
3057640569043,VOLVIC PEACH & RASPBERRY,SOFT DRINKS,,,35.0,71.75,33,0.95
5016860000475,DELAMERE ICED COFFEE LATTE,CHILLED FOODS,,,35.0,54.25,33,0.9666666666666667
5000382123415,Rio Tropical Can PM85,RETAIL GROCERY,,,35.0,29.75,33,0.42
5900951354878,GAL CARAMEL 1.69,CONFECTIONERY,,PARFETTS,34.0,57.46,29,1.08
5000237206096,HULA HOOPS SALTED,CRISPS & SNACKS,,,34.0,45.900000000000006,33,0.8
5027291011206,400G WHITE THIN,BAKERY,,,34.0,64.25999999999999,33,1.0
8721274817157,WALLS FEAST IC,FROZEN FOODS,,,34.0,64.25999999999999,25,1.0
5056192413833,MUTATION SUPER SHOCK BAR,CONFECTIONERY,,PARFETTS,34.0,6.800000000000001,26,0.11
5027291091000,HENLLAN CRUMPETS,CONFECTIONERY,,,33.0,65.67,30,1.0
7622202210303,Trebor Sft Peppermint PM69,CONFECTIONERY,,,33.0,22.77,20,0.403
8721274812831,MAGNUM PISTACHIO ICE CREAM,ICE CREAM,,,33.0,90.75,31,1.0
5000159607612,MILKY WAY STD TWIN 43G PM89,CONFECTIONERY,,,33.0,29.37,31,0.53
5000159605342,SNICKERS CHOC BAR 75P,CONFECTIONERY,,PARFETTS,33.0,24.75,26,0.45000000000000007
5027291012302,HENLLEN BROWN SLICED,BAKERY,,,33.0,74.25,30,1.0
5016860959483,DELAMERE DAIRY STRAWBRY MILK,,,,32.0,47.68,32,0.08
8711327612372,MAGNUM CLASSIC,CAKES,,,32.0,76.8,27,1.0
5000328037028,MONSTER MUNCH ROAST BEEF,CRISPS & SNACKS,,,32.0,43.2,31,0.7890322580645162
5017764901202,KETLE LGHT SALTD CRISP PM129,CRISPS & SNACKS,,,32.0,41.28,30,0.58
5011792009336,BUTCH CIG PM ?1.30,RETAIL GROCERY,,,31.0,40.300000000000004,14,0.6442857142857142
5000328037141,SQUARES CHEESE & ONION,CRISPS & SNACKS,,,31.0,41.85,27,0.8
5000112662092,COKE REGULAR PM?2.49,RETAIL GROCERY,,,30.0,74.7,29,1.6
50173167,WRIGLEY AWAVE MENTHOL,CONFECTIONERY,,,30.0,25.5,28,0.12714285714285714
5054267016439,LUCOZADE SPORT RASPBERRY,SOFT DRINKS,,,30.0,48.0,27,0.8922222222222222
3068320014067,EVIAN MINWATER SCAP,SOFT DRINKS,,,29.0,49.01,26,0.08
7622202275456,CAD BOOST PM89,CONFECTIONERY,,,29.0,25.81,25,0.55
5000431026292,RICHMOND SK REAL BLUE 20,TOBACCO,,,29.0,464.57,9,0.2
8721274809053,WALLS MAGNUM WHITE CHOCOLATE,DEFAULT,,,29.0,78.01,24,1.0
5016860000178,DELAMERE BANANA MILK,CHILLED FOODS,,,29.0,44.95,29,0.07999999999999999
5000289939225,GORD PINK GIN & TON 2.25,ARTDS,,PARFETTS,29.0,65.25,12,1.2675
5000237206119,HULA HOOPS SALT & VINEGAR,CRISPS & SNACKS,,,29.0,39.150000000000006,29,0.8
8711327622289,WALLS MAGNUM EUPHORIA,ICE CREAM,,,28.0,83.72,26,1.0
5060688010185,BIDLEA BANANA MILKSHAKE,GROCERY,,,28.0,41.72,26,1.0
5056784913758,MONSTER ENERGY £1.85,SOFT DRINKS,,PARFETTS,28.0,51.800000000000004,22,0.95
5000431027312,LAMBERT SILVER,TOBACCO,,,28.0,479.71000000000004,25,0.1
5000431027169,CARLTON RED SK20,TOBACCO,,,28.0,446.88,17,1.0
5027291010551,WHITE FLOURY THICK 400g,BAKERY,,,28.0,52.919999999999995,28,1.0
5010052114230,TRANSFORM-A-SNACK SPICY,CRISPS & SNACKS,,,27.0,27.0,27,0.5333333333333333
5000382128304,BARR IRN BRU 85P,SOFT DRINKS,,PARFETTS,27.0,22.95,24,0.44
5027291012807,BROWN THIN,BAKERY,,,26.0,51.74,24,1.0
5017764005498,KET KRIN R/S PEPP ?1.29,CRISPS SNACKS & NUTS,,,26.0,33.54,25,1.0
5035766064442,BIRRA MORETTI 4PK CAN 46,ALCOHOL,,,26.0,215.53999999999996,25,4.55
5000237206676,McCOYS FLAME GRILLED STEAK,CRISPS & SNACKS,,,26.0,35.1,25,0.7844
5000159604796,MARS PM75,RETAIL GROCERY,,,26.0,19.5,22,0.45
5000159460866,MARS ICE CREAM BAR,ICE CREAM,,,26.0,51.74,22,1.0
4062139024759,Pepsi Max PM219,RETAIL GROCERY,,,26.0,56.94,26,1.3515384615384616
7622202276996,CAD Picnic PM89,CONFECTIONERY,,,26.0,23.14,24,0.55
5449000034335,SMART WATER,SOFT DRINKS,,,25.0,29.75,23,0.45
7622202275555,CAD DOUBLE DECKER 89P,CONFECTIONERY,,PARFETTS,25.0,22.25,22,0.55
5012136012500,KNIGHTS CIDER,ALCOHOL,,,25.0,49.75,11,1.4200000000000002
5056784915813,MONSTER PIPLINE PUNCH,SOFT DRINKS,,PARFETTS,25.0,46.25,23,0.8600000000000001
5000328036144,DORITOS TANGY CHEESE,CRISPS & SNACKS,,,25.0,33.75,24,0.94
72417330025,M/L C/CHIP COOKIE ?1.59,DEFAULT,,,25.0,39.75,25,1.06
5010459015178,HIGHLAND SPARKLING WATER,,,,25.0,49.75,18,0.78
7622202341625,CADBURYS FREDDO 39P,CONFECTIONERY,,PARFETTS,25.0,9.75,17,0.25
5000237206713,MCCOYS SALT & MALT VINEGAR,CRISPS & SNACKS,,,25.0,33.75,23,0.7482608695652174
8000920401248,WALLS CALIPPO STRAWBERRY,ICE CREAM,,,25.0,42.5,18,1.0
8721274811360,WALLS SOLERO EXOTIC,RETAIL GROCERY,,,24.0,38.160000000000004,22,1.0
5056784915639,MONSTER ULTRA STRAWBERRY DREAMS,SOFT DRINKS,,,24.0,42.0,23,0.75
4062139024605,LIPTON ICE T PEACH £1.39,SOFT DRINKS,,PARFETTS,24.0,33.36,22,0.58
5000328036526,WALKERS CHEESE & ONION,CRISPS & SNACKS,,,24.0,32.400000000000006,22,0.8
5000112684599,Dr Pepper PM140,RETAIL GROCERY,,,23.0,32.199999999999996,23,0.77
3057640373428,VOLVIC LEMON-LIME,SOFT DRINKS,,,23.0,47.15,22,0.95
5056784908877,MONSTER VIKING BERRY,SOFT DRINKS,,PARFETTS,23.0,42.550000000000004,21,0.86
5000237206034,KP SP/RAIDERS BEEF 50P,CRISPS SNACKS & NUTS,,PARFETTS,23.0,11.5,18,0.3
5000328583839,QUAVERS CHEESE,CONFECTIONERY,,,23.0,20.7,19,0.49000000000000005
5000328149035,SMITHS SCPFRIES 24X4CARD,CRISPS & SNACKS,,,23.0,23.0,19,0.4
5000112684483,Diet Coke PM140,SOFT DRINKS,,,23.0,32.199999999999996,20,0.75
5000168006161,MCVITIES CARAMEL DIG PM?2.25,RETAIL GROCERY,,,23.0,51.75,19,1.46
7622202275432,CADBURYS TWIRL PM89,CONFECTIONERY,,,23.0,20.47,20,0.55
5060174650000,SHIVER ICE,FROZEN FOODS,,,22.0,65.78,13,1.0
5017764004743,KET M/C&ONION 1.29,CRISPS SNACKS & NUTS,,PARFETTS,22.0,28.380000000000003,22,0.75
5010693411606,CADBURY FLAKE 99 CONE,ICE CREAM,,,22.0,66.0,17,0.04
5000143902228,BENSON  HEDGES KS 20S,TOBACCO,,,22.0,355.3,22,1.0
3296180005400,LA VIEILLE FERME BLANC,ALCOHOL,,,22.0,209.0,14,1.0
5000159607377,TWIX STD TWIN 50G PM89,CONFECTIONERY,,,22.0,19.580000000000002,20,0.54
8711327660601,MAGNUM VEGAN ALMOND IC,ICE CREAM,,,22.0,59.18,19,1.0
5054267016590,ORANGINA,SOFT DRINKS,,,22.0,27.02,20,1.0
5000382114505,Barr Dandelion&Burdock,SOFT DRINKS,,,22.0,22.0,20,0.56
5060688010000,BIDLEA SKIMMED MILK,GROCERY,,,22.0,39.38,19,0.9800000000000001
5060592005222,CHESTERFEILD RED,TOBACCO,,,22.0,335.11,20,0.17
5000328036205,DORITOS COOL ORIGINAL,CRISPS & SNACKS,,,22.0,29.700000000000003,21,0.94
7622202342271,CAD.DAIRY M.CARAMEL 1.95,CONFECTIONERY,,,22.0,42.9,22,1.2354545454545454
8000500447666,NUTELLA & GO £1.25,CONFECTIONERY,,PARFETTS,22.0,27.5,18,0.9499999999999998
9322214009961,YELLOW TAIL PINOT GRIGIO,ALCOHOL,,,22.0,219.78,15,5.255333333333334
9414416305528,VILLA MARIA SAUV BLANC,ALCOHOL,,,22.0,300.78000000000003,22,7.9390909090909085
5000281080802,CAPT MORG PEPSI £2.25,ARTDS,,PARFETTS,22.0,49.5,8,1.25
8711327584327,CALIPPO COLA 105ML,ICE CREAM,,,22.0,37.4,15,1.0
5027291035301,VANILLA SLICE,CHILLED,,,22.0,56.099999999999994,19,1.0
5000328036175,DORITOS CHILLI HEATWAVE,CRISPS & SNACKS,,,22.0,29.7,16,0.94
7622202245480,Oreo Double Cream PM129,RETAIL GROCERY,,,21.0,27.09,20,0.9
5054267013346,LUCOZADE SPORT ORANGE,SOFT DRINKS,,,21.0,42.0,20,1.0
5000237206294,BUTTERKIST SWEET & SALTY POPCORN,CRISPS SNACKS & NUTS,,PARFETTS,21.0,28.35,18,0.79
5019312082081,CHTOWN SC TA PEPP PM375,FROZEN FOODS,,,21.0,78.75,18,0.1
5060688010123,BIDLEA DOUBLE CREAM JAR,GROCERY,,,21.0,62.790000000000006,21,1.0
5012035972073,Haribo Tangfastics PM125,CONFECTIONERY,,,21.0,26.25,19,0.73
5000112663945,DIET COKE PM90,SOFT DRINKS,,,21.0,18.900000000000002,14,0.46
5010052115923,TRANSFORM-A-SNACK BEEF,CRISPS SNACKS & NUTS,,PARFETTS,21.0,21.0,19,0.5505263157894736
8723400797838,FRUITELLA JUICY CHEWS VEGAN,CONFECTIONERY,,,21.0,26.25,20,0.67
5000328037240,WOTS SWEET & SPICY £1.35,CRISPS SNACKS & NUTS,,PARFETTS,21.0,28.35,15,0.7706666666666667
5000157024671,HEINZ B/BEANZ,RETAIL GROCERY,,,21.0,32.550000000000004,14,1.16
3057640372858,VOLVIC STRAWBERRY,SOFT DRINKS,,,21.0,43.05,21,0.95
5000328036588,WALKERS READY SALTED,CRISPS & SNACKS,,,21.0,28.35,21,0.8
5000159609401,TWIX XTRA HAZELNUT BAR,CONFECTIONERY,,PARFETTS,21.0,30.45,19,0.67
5019312082074,CHTOWN SC TA CHEESE PM375,FROZEN FOODS,,,20.0,75.0,20,0.1
5000159609203,TWIX HAZELNUT BAR 89P,CONFECTIONERY,,PARFETTS,20.0,17.8,16,0.53
5000112687309,JACK DAN & COCA CO £2.59,ARTDS,,PARFETTS,20.0,51.8,12,1.46
5000143973532,STERLING DUAL,TOBACCO,,,20.0,348.16,20,1.0
5012035971892,Haribo Balla Bites PM125,CONFECTIONERY,,,20.0,25.0,20,0.635
5000237206690,MCCOYS CHEDDAR & ONI PM135,CRISPS & SNACKS,,,20.0,27.0,20,0.8
5000382127901,IRN BRU,SOFT DRINKS,,PARFETTS,20.0,25.8,19,0.71
8711327614109,MAGNUM ALMOND,ICE CREAM,,,20.0,48.0,16,1.0
5000328037059,MONSTER MUNCH SWEET & SPICY,CRISPS & SNACKS,,,20.0,27.0,19,0.8
4000177036983,CAPRI SUN ORANGE PM59,SOFT DRINKS,,,20.0,15.4,18,1.0
5900951354915,Galxy Cooki Crmbl Blck PM169,CONFECTIONERY,,,20.0,33.8,18,1.08
5010478850415,SWIZZLERS REFRESHERS SOUR APPLE 18G,CONFECTIONERY,,,20.0,4.0,10,0.01
3057640600128,VOLVIC CHERRY,SOFT DRINKS,,,20.0,41.0,17,0.95
7622202342431,CADBURY DM FRUIT & NUT PM195,CONFECTIONERY,,,20.0,39.0,20,1.25
5000168006260,McVities Milk Chc Digs PM225,RETAIL GROCERY,,,20.0,45.0,19,1.4210526315789473
24354200763,SPONGE CAKE,RETAIL GROCERY,,,20.0,29.8,15,1.0
5018297013165,TAKIS BLUE HEAT £1.25,CRISPS SNACKS & NUTS,,PARFETTS,19.0,23.75,16,0.80375
5010478432567,SMATLOW GIANT LOVE HEARTS,CONFECTIONERY,,,19.0,9.31,17,0.20470588235294118
5018811000015,DELPHI FRESH HOUMOUS DIP,CHILLED FOODS,,,19.0,31.71,18,0.17
3057640535123,VOLVIC MANGO PASSION,SOFT DRINKS,,,19.0,37.81,18,1.0
5000237206393,KP S&V NUTS £1.35,CRISPS SNACKS & NUTS,,PARFETTS,19.0,25.650000000000002,18,0.725
5000112684766,FANTA FRUIT TWIST,SOFT DRINKS,,,19.0,26.599999999999998,18,0.77
8000300439120,Milkybar PM89,CONFECTIONERY,,,19.0,16.91,17,0.53
7622202275494,Cadbury Dairy Milk PM89,CONFECTIONERY,,,19.0,16.91,16,0.56
5010052114223,TRANSFORM-A-SNACK SAUCY BBQ,CRISPS & SNACKS,,,19.0,19.0,19,0.5431578947368422
3664346354370,TCO MILK MINIS £1.50,CONFECTIONERY,,PARFETTS,19.0,28.5,19,0.966842105263158
7622202276088,CDM Giant Buttons PM169,CONFECTIONERY,,,19.0,32.11,17,1.05
8002270000515,S.PELLEGRINO SPRKLING WATER,SOFT DRINKS,,,19.0,21.849999999999998,16,0.54
4260192867096,MIXED PEPPERS,GROCERY FOOD,,,19.0,35.91,19,1.0
80830986,Kinder Cards PM65 T2,CONFECTIONERY,,,19.0,12.35,16,0.5
34000939572,REESES,CONFECTIONERY,,,19.0,16.15,15,1.0
5012035971915,Haribo Giant Strawbs PM125,CONFECTIONERY,,,18.0,22.5,16,0.54
5000382127949,IRN BRU ZERO,SOFT DRINKS,,PARFETTS,18.0,23.22,17,0.55
7622202342417,Cadbury DM Chopped Nut PM195,CONFECTIONERY,,,18.0,35.1,17,1.25
5054267016316,LUC EN GRATFRUITTI £1.50,SOFT DRINKS,,PARFETTS,18.0,27.0,18,0.7150000000000001
8002270506833,SAN PELLEGRINO ARANCIATA,RETAIL GROCERY,,,18.0,28.62,18,0.5288888888888889
5000112581737,DIET COKE £1.99,SOFT DRINKS,,PARFETTS,18.0,35.82,18,1.08
5054267014237,LUCOZADE ENERGY ORIGINAL,SOFT DRINKS,,,18.0,27.0,16,0.631875
4062139024247,PEPSI MAX CHERRY,SOFT DRINKS,,,18.0,25.02,17,0.76
5060688010192,BIDLEA VANILLA MILKSHAKE,GROCERY,,,18.0,26.82,17,1.0
5010052114148,TRANSFORM-A-SNACK SPICY,CRISPS & SNACKS,,,18.0,9.0,14,0.27
5059320001117,Nurti Grain Strawberry PM79,RETAIL GROCERY,,,18.0,14.22,15,0.39
5000112693607,DR PEPPER 90P,SOFT DRINKS,,PARFETTS,18.0,16.2,17,0.43
5060148621104,AVANT NAT MIN WATER,GROCERY,,,18.0,7.0200000000000005,11,0.15
8445291876316,Aero Giant Peppermint PM165,CONFECTIONERY,,,18.0,29.7,17,0.9
8445290273895,NESTLE PURE LIFE,SOFT DRINKS,,,18.0,17.82,15,0.34
5000112685411,FANTA LEMON,SOFT DRINKS,,PARFETTS,18.0,25.2,16,0.77
5000237206270,BUTTERKIST SWEET POPCORN,CRISPS & SNACKS,,,18.0,24.3,16,0.71
50973613,RIZLA GREEN PAPERS,CIGARETTES & TOBACCO,,PARFETTS,18.0,8.82,14,0.28
8888056603008,KOKA NOODLES CHICKEN,GROCERY,,,17.0,11.729999999999999,9,1.0
5027291082534,BAKEWELL MUFFIN,CAKES,,,17.0,33.83,14,1.0
5000112684520,FANTA ORANGE,SOFT DRINKS,,,17.0,23.799999999999997,16,0.77
5017764005696,KETTLE SWEET CHILLI &#38; SOUR CREAM POTATO CHIPS 80G,CONFECTIONERY,,,17.0,21.93,17,1.0
5000328036465,FRAZZLE CRISPY BACON,CRISPS SNACKS & NUTS,,PARFETTS,17.0,22.950000000000003,17,0.69
5000237206010,SPACE RAIDERS PKLD ON PM50,CRISPS & SNACKS,,,17.0,8.5,15,1.0
5410438047938,YAZOO CHOCOLATE £1.39,SOFT DRINKS,,PARFETTS,17.0,23.63,17,0.88
5000237206331,BUTTERKIST TOFFEE POPCORN,CRISPS SNACKS & NUTS,,PARFETTS,17.0,22.950000000000003,16,0.79
5000237206959,DISCOS PICKLED ONIONS,CRISPS & SNACKS,,,17.0,22.950000000000003,17,0.96
8445291848825,YORKIE MILK PM 89P,CONFECTIONERY,,PARFETTS,17.0,15.13,16,0.53
5060926503233,AU VODKA X TANGO ORANGE,ARTDS,,PARFETTS,17.0,49.13,13,1.6700000000000002
80310549,KINDER HAPPY HIPPO T1,CONFECTIONERY,,,17.0,12.75,13,0.49
5000237206935,MCCOY'S HOT N SPICY,CRISPS SNACKS & NUTS,,PARFETTS,17.0,22.950000000000003,17,0.8
5053990178407,Pringles Original PM299,CRISPS & SNACKS,,,17.0,50.830000000000005,17,1.698235294117647
5027291017604,6 WHITE FINGER ROLL,BAKERY,,,17.0,32.129999999999995,16,1.0
5740900805309,LURPAK BUTTER SPREADABLE,CHILLED FOODS,,,17.0,65.45,17,0.08
5000159607407,BOUNTY BAR 89P,CONFECTIONERY,,PARFETTS,17.0,15.13,14,0.54
5000382130055,IRN BRU Z CHERRY £1.29,SOFT DRINKS,,PARFETTS,17.0,21.93,16,0.75
5000382129981,IRN BRU ICE CREAM,SOFT DRINKS,,PARFETTS,17.0,21.93,11,0.75
5054267013056,Lucozade Energy Cherry PM200,SOFT DRINKS,,,17.0,34.0,14,1.17
5000159604086,Galaxy Counters Trt Bg PM169,CONFECTIONERY,,,17.0,28.73,17,1.07
5010067301502,SILVER SPOON SUGAR,RETAIL GROCERY,,,17.0,26.35,17,0.87
79581184010,CALYPSO OCEAN BLUE LEMONADE,SOFT DRINKS,,,17.0,45.73,17,1.22
5010228006789,McC Crspy French Fries PM269,FROZEN FOODS,,,17.0,45.73,17,1.99
5000159607551,GALAXY RIPPLE 89P,CONFECTIONERY,,PARFETTS,17.0,15.13,14,0.54
5060884851889,TRIP MINDFUL BLEND CHERRY,SOFT DRINKS,,,17.0,34.0,14,1.0
5000143969436,B&H SK GREEN,CIGARETTES & TOBACCO,,PARFETTS,16.0,243.2,16,11.87
5000328036717,WALKERS ROAST CHICKEN,CRISPS & SNACKS,,,16.0,21.6,16,0.8
5000328036496,Walkers L&P Worcester PM135,RETAIL GROCERY,,,16.0,21.6,15,0.8
5035139219929,ALOE LYCHEE 500ML,SOFT DRINKS,,,16.0,31.84,13,1.0
5010933012013,CHEWITS XTREMELY SOUR APPLE,CONFECTIONERY,,,16.0,11.04,14,0.2871428571428572
50226894,SWAN EX SLIM FILTERS,CIGARETTES & TOBACCO,,PARFETTS,16.0,19.04,15,0.43
7622202342356,CADBURY DAIM PM 1.95,CONFECTIONERY,,PARFETTS,16.0,31.2,16,1.25
5000295158290,COUNTRY LIFE BLOCK,CHILLED FOODS,,,16.0,53.6,15,0.1
5449000177650,COKE ZERO,SOFT DRINKS,,PARFETTS,16.0,28.0,15,0.9599999999999999
1210000107602,BUZZBAL BER CHER LIMEADE,ARTDS,,PARFETTS,16.0,71.84,12,2.58
3057640602528,VOLVIC TOF STRAWBERRY £1,SOFT DRINKS,,PARFETTS,16.0,16.0,12,0.53
7393714515506,KBERG STRAWBERRY  LIME,ALCOHOL,,,16.0,52.64,12,1.91
5000112557329,SCHWPPES LEMONADE PM?1.75,SOFT DRINKS,,,16.0,28.0,14,1.0
5000382124443,BARR AMRCAN CREAM SODA,SOFT DRINKS,,,16.0,16.0,15,0.5400000000000001
5000213027738,Guinness Draught PM669,ALCOHOL,,,16.0,107.04,14,4.25
5060215330830,I HEART SAUVIGNON BLANC,ALCOHOL,,,16.0,143.84,13,4.866153846153846
4250402400250,DFE SWEDISH MTBALLS,CHILLED FOODS,,,16.0,16.0,12,0.13
4062139015108,Pepsi Max PM85 Can,RETAIL GROCERY,,,15.0,12.75,14,0.375
5056784915363,MONSTER KHAOTIC £1.85,SOFT DRINKS,,PARFETTS,15.0,27.75,14,0.95
5060188693239,G/ACRE THICK FRUIT YOG,CHILLED,,PARFETTS,15.0,9.75,12,0.49
5000112684834,OASIS Z EXOTIC FRU £1.40,SOFT DRINKS,,PARFETTS,15.0,21.0,11,0.8
5056784915691,MONSTER RIPPER,SOFT DRINKS,,PARFETTS,15.0,27.75,14,0.95
34000471652,REESES MINIS,CONFECTIONERY,,,15.0,20.25,15,1.0
5031396090813,VIMTO BON BONS,CONFECTIONERY,,,15.0,18.75,15,0.7099999999999999
5027291082503,CHOCOLATE MUFFIN,RETAIL GROCERY,,,15.0,24.75,12,0.10000000000000002
5027291082527,HENLLAN LEMON MUFFIN,BAKERY,,,15.0,29.85,13,1.0
40099361,WRIGLEY EXTRA SF PEPPERMNT,CONFECTIONERY,,,15.0,14.25,10,0.37
5070000120706,TRIP ELDERFLOWER MINT,SOFT DRINKS,,,15.0,30.0,13,1.0
80310891,KINDER JOY EGG 20G FA613,CONFECTIONERY,,,15.0,24.75,12,1.07
5000328036557,WALKERS PRAWN COCKTAIL,CRISPS & SNACKS,,,15.0,20.25,13,0.8
5000328036991,MONSTER MUNCH PICKLED ONION,CRISPS & SNACKS,,,15.0,20.25,14,0.7757142857142858
8051369005344,OREO ICE CREAM SANDWICH,FROZEN,,,15.0,44.85,12,1.0
8002270576829,SAN PELLEGRINO LIMONATA,SOFT DRINKS,,,15.0,23.85,13,1.0
4008400836324,KINDER HAPPY HIPPO COCOA T1,CONFECTIONERY,,,15.0,10.5,14,0.48999999999999994
3057640406423,VOLVIC LEMON-LIME,SOFT DRINKS,,,15.0,29.85,14,1.03
3057640510533,VOLVIC STRAWBERRY SUGAR FREE,SOFT DRINKS,,PARFETTS,15.0,29.85,15,1.03
